"Date","Record Number","Record Type","Address","Status","Description","Project Name","Short Notes",
"07/24/2025","BLDNCC-2025-12304","New Commercial Construction Permit","5044 Tradewinds PKWY, Madison WI 53718 United States","Closed","Divide tenant space into two: 5044 Ceramic Tileworks - existing tenant; 5046 unoccupied",,"Divide tenant space into two: 5044 Ceramic Tileworks - existing tenant; 5046 unoccupied",
"07/22/2025","BLDNCC-2025-12177","New Commercial Construction Permit","1205 University AVE, Madison WI 53715 United States","Issued","Wisconsin Institutes for Discovery - lower level vivarium alteration",,"Wisconsin Institutes for Discovery - lower level vivarium alteration",
"07/22/2025","BLDNCC-2025-12166","New Commercial Construction Permit","726 N Midvale BLVD, Madison WI 53705 United States","Closed","Metcalfe's - alter space for Starbuck's with exterior seating",,"Metcalfe's - alter space for Starbuck's with exterior seating",
"07/22/2025","BLDNCC-2025-12164","New Commercial Construction Permit","801 Cedar ST, Madison WI 53715 United States","Issued","Maurer's Urban Market - new tenant alteration",,"Maurer's Urban Market - new tenant alteration",
"07/22/2025","BLDNCC-2025-12159","New Commercial Construction Permit","5 Stones Throw LOOP, Madison WI 53719 United States","Issued","new 2 story clubhouse",,"new 2 story clubhouse",
"07/22/2025","BLDNCC-2025-12149","New Commercial Construction Permit","42 Stones Throw LOOP, Madison WI 53719 United States","Issued","3 story 43 unit apartment building with basement parking",,"3 story 43 unit apartment building with basement parking",
"07/22/2025","BLDNCC-2025-12146","New Commercial Construction Permit","506 State ST, Madison WI 53703 United States","Closed","Certificate of Occupancy",,"Certificate of Occupancy",
"07/22/2025","BLDNCC-2025-12140","New Commercial Construction Permit","2 Stones Throw LOOP, Madison WI 53719 United States","Issued","new 3 story, 43 unit apartment with basement parking",,"new 3 story, 43 unit apartment with basement parking",
"07/22/2025","BLDNCC-2025-12134","New Commercial Construction Permit","6602 Inner DR, Madison WI 53705 United States","Closed","John Muir Elementary School - internal access modifications",,"John Muir Elementary School - internal access modifications",
"07/21/2025","BLDNCC-2025-12038","New Commercial Construction Permit","3840 John Wall DR, Madison WI 53704 United States","Closed","JEM Live Events - new tenant alterations",,"JEM Live Events - new tenant alterations",
"07/21/2025","BLDNCC-2025-12036","New Commercial Construction Permit","7547 Widgeon WAY, Madison WI 53717 United States","Closed","bathroom alteration - replace tub with walk in shower",,"bathroom alteration - replace tub with walk in shower",
"07/18/2025","BLDNCC-2025-11944","New Commercial Construction Permit","5310 Wall ST, 600, Madison WI 53718 United States","Closed","JCG Land Services - office space renovation",,"JCG Land Services - office space renovation",
"07/18/2025","BLDNCC-2025-11940","New Commercial Construction Permit","534 State ST, Madison WI 53703 United States","Closed","Taco Bell - enlarge kitchen area",,"Taco Bell - enlarge kitchen area",
"07/18/2025","BLDNCC-2025-11931","New Commercial Construction Permit","7323 West Towne WAY, Madison WI 53717 United States","Closed","Ulta Beauty - existing tenant remodel, new counter, remove soffits",,"Ulta Beauty - existing tenant remodel, new counter, remove soffits",
"07/18/2025","BLDNCC-2025-11925","New Commercial Construction Permit","334 W Doty ST, Madison WI 53703 United States","Issued","Interior non structural demolition, not to affect exiting, toilet rooms, or fire rated systems",,"Interior non structural demolition, not to affect exiting, toilet rooms, or fire rated systems",
"07/18/2025","BLDNCC-2025-11924","New Commercial Construction Permit","345 W Washington AVE, 403, Madison WI 53703 United States","Closed","Expansive- existing tenant alterations (previously Novel Coworking)- add wall infill with door in hallway",,"Expansive- existing tenant alterations- add wall infill with door in hallway",
"07/18/2025","BLDNCC-2025-11910","New Commercial Construction Permit","1241 John Q Hammons DR, 303, Madison WI 53717 United States","Closed","Ahead Inc. - interior alteration for new tenant",,"Ahead Inc. - interior alteration for new tenant",
"07/17/2025","BLDNCC-2025-11852","New Commercial Construction Permit","6624 Old Sauk RD, Madison WI 53705 United States","Issued","Stonehouse apartment complex - 3 story 144 unit apartment",,"Stonehouse apartment complex - 3 story 144 unit apartment",
"07/16/2025","BLDNCC-2025-11711","New Commercial Construction Permit","1600 Emil ST, Madison WI 53713 United States","Issued","City of Madison Engineering - renovate locker room",,"City of Madison Engineering - renovate locker room",
"07/15/2025","BLDNCC-2025-11596","New Commercial Construction Permit","4916 E Broadway, 101, Madison WI 53716 United States","Issued","Mad City Windows and Bath - new tenant alterations to lower level, first and second floors, new toilet rooms, office alterations",,"Mad City Windows and Bath - new tenant alterations to lower level, first and second floors, new toilet rooms, office alterations",
"07/15/2025","BLDNCC-2025-11580","New Commercial Construction Permit","5009 Pflaum RD, Madison WI 53718 United States","Issued","new 109 ft monopole tower with AT&T equipment mounted on it",,"new 109 ft monopole tower with AT&T equipment mounted on it",
"07/14/2025","BLDNCC-2025-11476","New Commercial Construction Permit","1242 Fourier DR, 101, Madison WI 53717 United States","Closed","KEE Architecture - new tenant alteration",,"KEE Architecture - new tenant alteration",
"07/14/2025","BLDNCC-2025-11456","New Commercial Construction Permit","1 Exact LN, Madison WI 53711 United States","Issued","Exact Sciences - storage and office space renovation",,"Exact Sciences - storage and office space renovation",
"07/14/2025","BLDNCC-2025-11443","New Commercial Construction Permit","115 N Eau Claire AVE, Madison WI 53705 United States","In Process","New pole mounted 4 module solar PV installation with battery",,"New pole mounted 4 module solar PV installation with battery",
"07/11/2025","BLDNCC-2025-11392","New Commercial Construction Permit","901 S Whitney WAY, Madison WI 53711 United States","In Process","interior nonstructural demolition permit to not affect exiting, fireblocking, or toilet rooms",,"interior nonstructural demolition permit to not affect exiting, fireblocking, or toilet rooms",
"07/11/2025","BLDNCC-2025-11391","New Commercial Construction Permit","901 S Whitney WAY, Madison WI 53711 United States","Issued","HQ - alteration",,"HQ - alteration",
"07/11/2025","BLDNCC-2025-11355","New Commercial Construction Permit","3758 E Washington AVE, Madison WI 53704 United States","Issued","Klein's Floral - storage greenhouse addition",,"Klein's Floral - storage greenhouse addition",
"07/11/2025","BLDNCC-2025-11340","New Commercial Construction Permit","2538 Daniels ST, Madison WI 53718 United States","In Process","Access Information Management - existing tenant alteration",,"Access Information Management - existing tenant alteration",
"07/11/2025","BLDNCC-2025-11329","New Commercial Construction Permit","1726 Eagan RD, 101, Madison WI 53704 United States","Closed","Best Health Health Wellness performance- Zoning Change of Use to Physical therapy Clinic",,"Best Health Health Wellness performance- Zoning Change of Use",
"07/11/2025","BLDNCC-2025-11319","New Commercial Construction Permit","202 S Park ST, Madison WI 53715 United States","Closed","lactation consulting rooms - 2 north",,"lactation consulting rooms - 2 north",
"07/10/2025","BLDNCC-2025-11256","New Commercial Construction Permit","720 University ROW, Madison WI 53705 United States","Issued","UW Health - new parking structure including pedestrian walkway to clinic building",,"UW Health - new parking structure including pedestrian walkway to clinic building",
"07/09/2025","BLDNCC-2025-11186","New Commercial Construction Permit","750 University ROW, Madison WI 53705 United States","Issued","UW Health - Digestive Health Center Addition",,"UW Health - Digestive Health Center Addition",
"07/09/2025","BLDNCC-2025-11173","New Commercial Construction Permit","1138 Williamson ST, Madison WI 53703 United States","Issued","convert single family home to commercial building. Revision approved 11-3-2025 ajh",,"convert single family home to commercial building",
"07/09/2025","BLDNCC-2025-11152","New Commercial Construction Permit","148 E Wilson ST, Madison WI 53703 United States","Closed","Infill under sidewalk vault",,"Infill under sidewalk vault",
"07/09/2025","BLDNCC-2025-11147","New Commercial Construction Permit","326 W Johnson ST, Madison WI 53703 United States","Closed","Turnstyle Madison - new tenant alteration for fitness center",,"Turnstyle Madison - new tenant alteration for fitness center",
"07/08/2025","BLDNCC-2025-11119","New Commercial Construction Permit","3915 Lien RD, Madison WI 53704 United States","Issued","Seven Brew Coffee - new building",,"Seven Brew Coffee - new building",
"07/08/2025","BLDNCC-2025-11076","New Commercial Construction Permit","720 E Washington AVE, Madison WI 53703 United States","Issued","Seven20 E Wash - 244 unit 14 story mixed use with shell commercial space",,"Seven20 E Wash - 244 unit 14 story mixed use with shell commercial space",
"07/07/2025","BLDNCC-2025-10993","New Commercial Construction Permit","20 S Paterson ST, Madison WI 53703 United States","In Process","The Neutral Project - Shell Buildout",,"The Neutral Project - Shell Buildout",
"07/07/2025","BLDNCC-2025-10982","New Commercial Construction Permit","202 S Park ST, Madison WI 53715 United States","Closed","Meriter - 2A reception and waiting",,"Meriter - 2A reception and waiting",
"07/07/2025","BLDNCC-2025-10968","New Commercial Construction Permit","6441 Enterprise LN, 216, Madison WI 53719 United States","Issued","Beauty In you LLC-- Zoning change of use  Change of use to a service business",,"Beauty In you LLC-- Zoning change of use",
"07/07/2025","BLDNCC-2025-10954","New Commercial Construction Permit","305 State ST, Madison WI 53703 United States","Issued","Ni Sushi - new tenant alteration",,"Ni Sushi - new tenant alteration",
"07/07/2025","BLDNCC-2025-10953","New Commercial Construction Permit","918 E Dayton ST, Madison WI 53703 United States","Issued","alteration to change closets to laundry space in units 2,3,4,5",,"alteration to change closets to laundry space in units 2,3,4,5",
"07/07/2025","BLDNCC-2025-10952","New Commercial Construction Permit","627 W Main ST, Madison WI 53703 United States","Issued","repair water damage, create laundry closet, convert bedroom to bathroom",,"repair water damage, create laundry closet, convert bedroom to bathroom",
"07/07/2025","BLDNCC-2025-10949","New Commercial Construction Permit","908 E Gorham ST, Madison WI 53703 United States","Issued","Interior non-structural demolition of vacant suite, not to affect toilet rooms, exiting, or fire rated systems (fire damage, preparing for repair and addition)",,"Interior non-structural demolition of vacant suite, not to affect toilet rooms, exiting, or fire rated systems (fire damage, preparing for repair and addition)",
"07/03/2025","BLDNCC-2025-10880","New Commercial Construction Permit","2128 City View DR, Madison WI 53718 United States","Issued","Members Workshop - new tenant alteration",,"Members Workshop - new tenant alteration",
"07/03/2025","BLDNCC-2025-10879","New Commercial Construction Permit","2202 Advance RD, Madison WI 53718 United States","Closed","Hillcraft of Wisconsin - breakroom alteration",,"Hillcraft of Wisconsin - breakroom alteration",
"07/03/2025","BLDNCC-2025-10856","New Commercial Construction Permit","2909 Perry ST, Madison WI 53713 United States","Inspections Complete","Blast Muay Thai - new tenant alteration",,"Blast Muay Thai - new tenant alteration",
"07/03/2025","BLDNCC-2025-10823","New Commercial Construction Permit","6649 Odana RD, Madison WI 53719 United States","Issued","Medical Procedures of WI - existing tenant alteration",,"Medical Procedures of WI - existing tenant alteration",
"07/03/2025","BLDNCC-2025-10792","New Commercial Construction Permit","1529 Gilson ST, Madison WI 53715 United States","Closed","Wisco Ice - new tenant alteration",,"Wisco Ice - new tenant alteration",
"07/03/2025","BLDNCC-2025-10789","New Commercial Construction Permit","1537 Gilson ST, Madison WI 53715 United States","Closed","The Cider Farm - new tenant alteration",,"The Cider Farm - new tenant alteration",
"07/03/2025","BLDNCC-2025-10781","New Commercial Construction Permit","823 Williamson ST, Madison WI 53703 United States","Closed","Willy Mart - new tenant alteration",,"Willy Mart - new tenant alteration",
"07/02/2025","BLDNCC-2025-10760","New Commercial Construction Permit","6665 Odana RD, Madison WI 53719 United States","Issued","Medical Procedures of Wisconsin - new tenant alteration",,"Medical Procedures of Wisconsin - new tenant alteration",
"07/02/2025","BLDNCC-2025-10711","New Commercial Construction Permit","834 E Washington AVE, 245, Madison WI 53703 United States","Ready for CoO","Fox Arneson - new tenant alteration",,"Fox Arneson - new tenant alteration",
"07/02/2025","BLDNCC-2025-10695","New Commercial Construction Permit","1 S Park ST, Madison WI 53715 United States","Issued","UW Health - alter first floor reception and waiting areas",,"UW Health - alter first floor reception and waiting areas",
"07/01/2025","BLDNCC-2025-10615","New Commercial Construction Permit","305 N Pinckney ST, Madison WI 53703 United States","Closed","replace two story deck and stairs",,"replace two story deck and stairs",
"07/01/2025","BLDNCC-2025-10603","New Commercial Construction Permit","2601 W Beltline HWY, 302, Madison WI 53713 United States","Closed","Kayser Automotive Group - new tenant alteration",,"Kayser Automotive Group - new tenant alteration",
"06/30/2025","BLDNCC-2025-10568","New Commercial Construction Permit","4019 Hegg AVE, Madison WI 53716 United States","Closed","8' x 15' Shed",,"8' x 15' Shed",
"06/30/2025","BLDNCC-2025-10520","New Commercial Construction Permit","202 S Park ST, Madison WI 53715 United States","Closed","Meriter - Morgue Renovation",,"Meriter - Morgue Renovation",
"06/27/2025","BLDNCC-2025-10446","New Commercial Construction Permit","2031 Zeier RD, Madison WI 53704 United States","Closed","Hibbett Sports - new tenant alteration",,"Hibbett Sports - new tenant alteration",
"06/27/2025","BLDNCC-2025-10443","New Commercial Construction Permit","4200 Sycamore AVE, Madison WI 53714 United States","Closed","Stearns Packaging Corp - existing tenant alteration",,"Stearns Packaging Corp - existing tenant alteration",
"06/27/2025","BLDNCC-2025-10403","New Commercial Construction Permit","316 W Washington AVE, 1000, Madison WI 53703 United States","Closed","Recovery.com - new tenant alteration",,"Recovery.com - new tenant alteration",
"06/26/2025","BLDNCC-2025-10284","New Commercial Construction Permit","44 E Mifflin ST, 700, Madison WI 53703 United States","Closed","CM Vantage - existing tenant alteration",,"CM Vantage - existing tenant alteration",
"06/26/2025","BLDNCC-2025-10272","New Commercial Construction Permit","4035 Owl Creek DR, Madison WI 53718 United States","Closed","Isthmus Engineering - existing tenant alteration",,"Isthmus Engineering - existing tenant alteration",
"06/26/2025","BLDNCC-2025-10267","New Commercial Construction Permit","2 E Mifflin ST, 900, Madison WI 53703 United States","Closed","Bank of America - existing tenant alteration",,"Bank of America - existing tenant alteration",
"06/25/2025","BLDNCC-2025-10154","New Commercial Construction Permit","650 Forward DR, Madison WI 53711 United States","Closed","Exact Sciences- sequencing lab alterations",,"Exact Sciences- sequencing lab alterations",
"06/25/2025","BLDNCC-2025-10150","New Commercial Construction Permit","2 E Mifflin ST, 703, Madison WI 53703 United States","Inspections Complete","Elmer Stahl - new tenant alteration. Divide off unoccupied suite 702",,"Elmer Stahl - new tenant alteration. Divide off unoccupied suite 702",
"06/25/2025","BLDNCC-2025-10138","New Commercial Construction Permit","4621 Dutch Mill RD, Madison WI 53716 United States","Closed","Kelbe brothers - interior office remodel",,"Kelbe brothers - interior office remodel",
"06/24/2025","BLDNCC-2025-10115","New Commercial Construction Permit","2044 Atwood AVE, Madison WI 53704 United States","Issued","interior nonstructural demolition permit to not affect toilet rooms, fire blocking, or exiting",,"interior nonstructural demolition permit to not affect toilet rooms, fire blocking, or exiting",
"06/24/2025","BLDNCC-2025-10110","New Commercial Construction Permit","202 S Gammon RD, 400, Madison WI 53717 United States","Issued","A Breed Apart Animal Hospital - existing tenant alteration",,"A Breed Apart Animal Hospital - existing tenant alteration",
"06/24/2025","BLDNCC-2025-10105","New Commercial Construction Permit","4261 Lien RD, P, Madison WI 53704 United States","Closed","Royal Spa - Change of Use - Fitness center to Spa / massage parlor",,"Royal Spa - Change of Use - Fitness center to Spa / massage parlor",
"06/24/2025","BLDNCC-2025-10088","New Commercial Construction Permit","6831 Raymond RD, Madison WI 53719 United States","Closed","60 sq ft deck addition less than 3 ft off grade",,"60 sq ft deck addition less than 3 ft off grade",
"06/24/2025","BLDNCC-2025-10087","New Commercial Construction Permit","6947 Raymond RD, Madison WI 53719 United States","Closed","60 sq ft deck addition less than 3 ft off grade",,"60 sq ft deck addition less than 3 ft off grade",
"06/24/2025","BLDNCC-2025-10086","New Commercial Construction Permit","426 Gammon PL, Madison WI 53719 United States","Closed","Vivo Infusion - new tenant alteration",,"Vivo Infusion - new tenant alteration",
"06/24/2025","BLDNCC-2025-10081","New Commercial Construction Permit","303 Lathrop ST, Madison WI 53726 United States","Closed","Deck 7'-3"" above grade",,"Deck 7'-3"" above grade",
"06/24/2025","BLDNCC-2025-10067","New Commercial Construction Permit","902 Canter DR, Madison WI 53718 United States","Issued","new 7 unit townhouse apartment",,"new 7 unit townhouse apartment",
"06/24/2025","BLDNCC-2025-10061","New Commercial Construction Permit","961 Wisdom RD, Madison WI 53718 United States","Issued","new 5 unit townhouse",,"new 5 unit townhouse",
"06/24/2025","BLDNCC-2025-10053","New Commercial Construction Permit","2417 W Badger RD, Madison WI 53713 United States","Closed","Accuray - alteration for new tenant",,"Accuray - alteration for new tenant",
"06/23/2025","BLDNCC-2025-10024","New Commercial Construction Permit","623 Railroad ST, Madison WI 53703 United States","Ready for CoO","MG&E- interior alterations to level 4 and 5. New windows on 1, 3, 4, and 5 levels",,"MG&E- interior alterations to level 4 and 5. New windows on 1, 3, 4, and 5 levels",
"06/23/2025","BLDNCC-2025-10011","New Commercial Construction Permit","5710 Blissful AVE, Madison WI 53718 United States","Issued","new 4 unit townhouse apartment",,"new 4 unit townhouse apartment",
"06/23/2025","BLDNCC-2025-10009","New Commercial Construction Permit","1352 Northport DR, Madison WI 53704 United States","Issued","AT&T - Remove and replace antennas and associated equipment",,"AT&T - Remove and replace antennas and associated equipment",
"06/23/2025","BLDNCC-2025-10006","New Commercial Construction Permit","2044 Atwood AVE, Madison WI 53704 United States","Closed","The Baked Lab - new tenant alteration",,"The Baked Lab - new tenant alteration",
"06/23/2025","BLDNCC-2025-09999","New Commercial Construction Permit","429 W Mifflin ST, Madison WI 53703 United States","Issued","New 4 story 40 unit apartment",,"New 4 story 40 unit apartment",
"06/23/2025","BLDNCC-2025-09955","New Commercial Construction Permit","101 S Gammon RD, Madison WI 53717 United States","Closed","MMSD- convert locker room to classroom",,"MMSD- convert locker room to classroom",
"06/18/2025","BLDNCC-2025-09760","New Commercial Construction Permit","6304 Ronald Reagan AVE, Madison WI 53704 United States","Closed","Eurofins Microbiology Laboratories - alter offices to microbiology lab",,"Eurofins Microbiology Laboratories - alter offices to microbiology lab",
"06/18/2025","BLDNCC-2025-09711","New Commercial Construction Permit","100 Wisconsin AVE, 800, Madison WI 53703 United States","Closed","Expand closet into bathroom space",,"Expand closet into bathroom space",
"06/17/2025","BLDNCC-2025-09669","New Commercial Construction Permit","406 Science DR, 406, Madison WI 53711 United States","Inspections Complete","Dream Golf - new tenant alteration",,"Dream Golf - new tenant alteration",
"06/16/2025","BLDNCC-2025-09551","New Commercial Construction Permit","1417 Wright ST, Madison WI 53704 United States","Issued","removal of fire door, building has been fully sprinklered",,"removal of fire door, building has been fully sprinklered",
"06/16/2025","BLDNCC-2025-09550","New Commercial Construction Permit","201 N Midvale BLVD, Madison WI 53705 United States","Issued","Fire Station #9 - add shed at rear of lot",,"Fire Station #9 - add shed at rear of lot",
"06/16/2025","BLDNCC-2025-09523","New Commercial Construction Permit","3517 W BELTLINE HWY, Madison WI 53713 United States","Issued","alterations for future tenants",,"alterations for future tenants",
"06/13/2025","BLDNCC-2025-09434","New Commercial Construction Permit","428 S Yellowstone DR, Madison WI 53719 United States","Closed","installation of a 40kW rooftop solar PV system consisting of 69 jinko 580 watt modules",,"installation of a 40kW rooftop solar PV system consisting of 69 jinko 580 watt modules",
"06/13/2025","BLDNCC-2025-09430","New Commercial Construction Permit","625 Sand Pearl LN, Madison WI 53711 United States","Closed","installation of 30.16 kW rooftop ballasted solar PV system consisting of 52 jinko 580 watt modules",,"installation of 30.16 kW rooftop ballasted solar PV system consisting of 52 jinko 580 watt modules",
"06/12/2025","BLDNCC-2025-09361","New Commercial Construction Permit","1021 University AVE, Madison WI 53715 United States","Issued","Luther Memorial Church - alteration to Vestry and Sacrity rooms",,"Luther Memorial Church - alteration to Vestry and Sacrity rooms",
"06/12/2025","BLDNCC-2025-09360","New Commercial Construction Permit","4329 Tokay BLVD, Madison WI 53711 United States","Closed","Alterations to office and classroom areas",,"Alterations to office and classroom areas",
"06/12/2025","BLDNCC-2025-09335","New Commercial Construction Permit","6902 East PASS, Madison WI 53719 United States","In Process","10' x 12' Pergola",,"10' x 12' Pergola",
"06/12/2025","BLDNCC-2025-09334","New Commercial Construction Permit","511 State ST, Madison WI 53703 United States","Inspections Complete","Change of use to retail Puffin Pass and combine 507 and 511 into one tenant space",,"Change of use to retail, Puffin Pass and combine 507 and 511 into one tenant space",
"06/12/2025","BLDNCC-2025-09330","New Commercial Construction Permit","4602 S Biltmore LN, 106, Madison WI 53718 United States","Closed","nonstructural demolition permit to not include toilet rooms, fire blocking, or exiting",,"nonstructural demolition permit to not include toilet rooms, fire blocking, or exiting",
"06/12/2025","BLDNCC-2025-09329","New Commercial Construction Permit","4602 S Biltmore LN, 106, Madison WI 53718 United States","Closed","HistoSonics - new tenant alteration, change two doors to windows",,"HistoSonics - new tenant alteration, change two doors to windows",
"06/11/2025","BLDNCC-2025-09258","New Commercial Construction Permit","103 La Mariposa LN, Madison WI 53715 United States","Closed","installation of 66 panel 36.3kW DC & 34.6kW AC roof mounted solar PV array",,"installation of 66 panel 36.3kW DC & 34.6kW AC roof mounted solar PV array",
"06/11/2025","BLDNCC-2025-09257","New Commercial Construction Permit","314 Junction RD, Madison WI 53717 United States","Closed","InStyle Nail Salon - divide suite for new tenant alteration",,"InStyle Nail Salon - divide suite for new tenant alteration",
"06/11/2025","BLDNCC-2025-09218","New Commercial Construction Permit","4019 Hegg AVE, Madison WI 53716 United States","Closed","demo - Monona Grove Nursery School- interior non structural demo permit, not to affect toilet rooms, exiting, or fire rated systems",,"demo - Monona Grove Nursery School- interior non structural demo permit, not to affect toilet rooms, exiting, or fire rated systems",
"06/10/2025","BLDNCC-2025-09107","New Commercial Construction Permit","1904 Bartillon DR, Madison WI 53704 United States","Closed","483 panel rooftop solar installation",,"483 panel rooftop solar installation",
"06/09/2025","BLDNCC-2025-09088","New Commercial Construction Permit","2425 S Stoughton RD, Madison WI 53716 United States","Closed","Certificate of Occupancy for contractor's business with showroom",,"Certificate of Occupancy for contractor's business with showroom",
"06/09/2025","BLDNCC-2025-09029","New Commercial Construction Permit","1 W Dayton ST, Madison WI 53703 United States","Issued","remodel concourse hotel bathrooms to be ADA compliant",,"remodel concourse hotel bathrooms to be ADA compliant",
"06/06/2025","BLDNCC-2025-08920","New Commercial Construction Permit","833 Plaenert DR, Madison WI 53713 United States","Issued","Strand - heated storage building in parking lot",,"Strand - heated storage building in parking lot",
"06/06/2025","BLDNCC-2025-08918","New Commercial Construction Permit","626 University AVE, Madison WI 53715 United States","Closed","Churchkey - entry, bar, and toilet room alterations",,"Churchkey - entry, bar, and toilet room alterations",
"06/05/2025","BLDNCC-2025-08887","New Commercial Construction Permit","5315 Wall ST, 140, Madison WI 53718 United States","Closed","City Wide Insulation - existing tenant alteration",,"City Wide Insulation - existing tenant alteration",
"06/05/2025","BLDNCC-2025-08865","New Commercial Construction Permit","527 S Gammon RD, Madison WI 53719 United States","Closed","Consumer Cellular - new tenant alteration",,"Consumer Cellular - new tenant alteration",
"06/04/2025","BLDNCC-2025-08771","New Commercial Construction Permit","848 Spaight ST, Madison WI 53703 United States","Closed","New replacement shed 8'x8'",,"New replacement shed 8'x8'",
"06/04/2025","BLDNCC-2025-08763","New Commercial Construction Permit","4343 East Towne WAY, Madison WI 53704 United States","Issued","Hemp 1848 - change of use from business to mercantile",,"Hemp 1848 - change of use from business to mercantile",
"06/04/2025","BLDNCC-2025-08741","New Commercial Construction Permit","542 Troy DR, Madison WI 53704 United States","Issued","8 panel 3.072 kW ac roof mounted PV solar array",,"8 panel 3.072 kW ac roof mounted PV solar array",
"06/04/2025","BLDNCC-2025-08733","New Commercial Construction Permit","2601 W Beltline HWY, 510, Madison WI 53713 United States","Closed","McClone - new tenant alteration",,"McClone - new tenant alteration",
"06/03/2025","BLDNCC-2025-08604","New Commercial Construction Permit","2701 Monroe ST, 250, Madison WI 53711 United States","Closed","HWY 1 - new restaurant tenant alteration. replace existing service counter in same location, fur small section of wall behind counter, all materials to be non-combustible type 2B construction",,"HWY 1 - new restaurant tenant alteration. replace existing service counter in same location, fur small section of wall behind counter, all materials to be non-combustible type 2B construction",
"06/02/2025","BLDNCC-2025-08558","New Commercial Construction Permit","700 S Brooks ST, Madison WI 53715 United States","Closed","SSM St Mary's - cath lab and control room alteration",,"SSM St Mary's - cath lab and control room alteration",
"06/02/2025","BLDNCC-2025-08543","New Commercial Construction Permit","1525 S Stoughton RD, Madison WI 53716 United States","Closed","Certificate of Occupancy for Auto Repair Station",,"Certificate of Occupancy for Auto Repair Station",
"05/30/2025","BLDNCC-2025-08442","New Commercial Construction Permit","2323 Crossroads DR, 500, Madison WI 53718 United States","Closed","URUS - new tenant alteration",,"URUS - new tenant alteration",
"05/29/2025","BLDNCC-2025-08335","New Commercial Construction Permit","700 S Park ST, Madison WI 53715 United States","Incomplete","SSM Health - Bi-Plane Renovation 4th floor NW",,"SSM Health - Bi-Plane Renovation 4th floor NW",
"05/27/2025","BLDNCC-2025-08241","New Commercial Construction Permit","4602 S Biltmore LN, 109, Madison WI 53718 United States","Closed","Replace storefront with overhead door, add exterior ramp, remove office wall.  Space to remain unoccupied",,"Replace storefront with overhead door, add exterior ramp, remove office wall.  Space to remain unoccupied",
"05/27/2025","BLDNCC-2025-08234","New Commercial Construction Permit","718 Cottage CT, Madison WI 53716 United States","Issued","American Family - print shop alteration",,"American Family - print shop alteration",
"05/27/2025","BLDNCC-2025-08207","New Commercial Construction Permit","709 Cricket LN, 3, Middleton WI 53562 United States","Closed","Replace insulation and drywall in garage",,"Replace insulation and drywall in garage",
"05/27/2025","BLDNCC-2025-08199","New Commercial Construction Permit","4621 Dutch Mill RD, Madison WI 53716 United States","Closed","Kelbe Brothers - machinery repair addition",,"Kelbe Brothers - machinery repair addition",
"05/23/2025","BLDNCC-2025-08133","New Commercial Construction Permit","4725 Tradewinds PKWY, Madison WI 53718 United States","Ready for CoO","Verona Safety - new tenant alteration, tenant to occupy full building.",,"Verona Safety - new tenant alteration, tenant to occupy full building.",
"05/23/2025","BLDNCC-2025-08121","New Commercial Construction Permit","1809 Monroe ST, Madison WI 53711 United States","Inspections Complete","D-Chai - new tenant alteration",,"D-Chai - new tenant alteration",
"05/23/2025","BLDNCC-2025-08119","New Commercial Construction Permit","4003 Marsh RD, Madison WI 53718 United States","Issued","New building with two tenant spaces - 4003: Arbon Equipment Corp; 4011: unoccupied shell",,"New building with two tenant spaces - 4003: Arbon Equipment Corp; 4011: unoccupied shell",
"05/23/2025","BLDNCC-2025-08113","New Commercial Construction Permit","4021 Owl Creek DR, Madison WI 53718 United States","Closed","Pure Choice Farms - new tenant alteration",,"Pure Choice Farms - new tenant alteration",
"05/22/2025","BLDNCC-2025-08038","New Commercial Construction Permit","960 John Nolen DR, Madison WI 53713 United States","Closed","Convert first floor business area to 12 apartments",,"Convert first floor business area to 12 apartments",
"05/21/2025","BLDNCC-2025-07964","New Commercial Construction Permit","4703 Madison Yards WAY, 201, Madison WI 53705 United States","Closed","VEEVA Systems - new tenant alteration",,"VEEVA Systems - new tenant alteration",
"05/21/2025","BLDNCC-2025-07913","New Commercial Construction Permit","4845 Tradewinds PKWY, Madison WI 53718 United States","Issued","Forge Sports Center - new building",,"Forge Sports Center - new building",
"05/20/2025","BLDNCC-2025-07874","New Commercial Construction Permit","418 Holly AVE, Madison WI 53711 United States","Closed","AT&T - swap antenna",,"AT&T - swap antenna",
"05/20/2025","BLDNCC-2025-07856","New Commercial Construction Permit","1245 E Washington AVE, 300, Madison WI 53703 United States","Closed","Shopbop - office remodel",,"Shopbop - office remodel",
"05/20/2025","BLDNCC-2025-07855","New Commercial Construction Permit","4718 Helgesen DR, Madison WI 53718 United States","Closed","Amazon - add office spaces to warehouse area",,"Amazon - add office spaces to warehouse area",
"05/19/2025","BLDNCC-2025-07781","New Commercial Construction Permit","1015 Gammon LN, Madison WI 53719 United States","Issued","UPH Meriter - Newstart, renovations to upgrade security for clinic",,"UPH Meriter - Newstart, renovations to upgrade security for clinic",
"05/16/2025","BLDNCC-2025-07720","New Commercial Construction Permit","7618 Westward WAY, Madison WI 53717 United States","Issued","Interior nonstructural demolition not to affect toilet rooms, exits or fire rated systems",,"Interior nonstructural demolition not to affect toilet rooms, exits or fire rated systems",
"05/16/2025","BLDNCC-2025-07719","New Commercial Construction Permit","7618 Westward WAY, Madison WI 53717 United States","Issued","Safari Bilingual Center - new tenant alteration",,"Safari Bilingual Center - new tenant alteration",
